,Name,URL,ISIN,WKN,SymbolFinanzen.net,Country,Yahoo Ticker,Yahoo online
86,Seagate,http://www.finanzen.net/aktien/Seagate-Aktie,IE00B58JVZ52,A1C08F,STX,Irland,STX,True
87,Shire,http://www.finanzen.net/aktien/Shire_1-Aktie,US82481R1068,913170,SHPG,Großbritannien,SHPG,True
88,Sirius XM,http://www.finanzen.net/aktien/Sirius_XM-Aktie,US82968B1035,A1W8XE,SIRI,USA,SIRI,True
89,Skyworks Solutions,http://www.finanzen.net/aktien/Skyworks_Solutions-Aktie,US83088M1027,857760,SWKS,USA,SWKS,True
90,Starbucks,http://www.finanzen.net/aktien/Starbucks-Aktie,US8552441094,884437,SBUX,USA,SBUX,True
91,Symantec,http://www.finanzen.net/aktien/Symantec-Aktie,US8715031089,879358,SYMC,USA,SYMC,True
92,Tesla,http://www.finanzen.net/aktien/Tesla-Aktie,US88160R1014,A1CX3T,TSLA,USA,TSLA,True
93,Texas Instruments,http://www.finanzen.net/aktien/Texas_Instruments-Aktie,US8825081040,852654,TXN,USA,TXN,True
94,The Kraft Heinz Company,http://www.finanzen.net/aktien/Kraft_Heinz-Aktie,US5007541064,A14TU4,KHC,USA,KHC,True
95,T-Mobile US,http://www.finanzen.net/aktien/T-Mobile_US-Aktie,US8725901040,A1T7LU,TMUS,USA,TMUS,True
96,Tractor Supply,http://www.finanzen.net/aktien/Tractor_Supply-Aktie,US8923561067,889826,TSCO,USA,TSCO,True
97,Ulta Beauty,http://www.finanzen.net/aktien/Ulta_Beauty-Aktie,US90384S3031,A0M240,ULTA,USA,ULTA,True
98,Verisk Analytics A,http://www.finanzen.net/aktien/Verisk_Analytic_a-Aktie,US92345Y1064,A0YA2M,VRSK,USA,VRSK,True
99,Vertex Pharmaceuticals,http://www.finanzen.net/aktien/Vertex_Pharmaceuticals-Aktie,US92532F1003,882807,VRTX,USA,VRTX,True
100,Viacom,http://www.finanzen.net/aktien/Viacom-Aktie,US92553P2011,A0HM1Q,VIAB,USA,VIAB,True
101,Vodafone Group,http://www.finanzen.net/aktien/Vodafone_Group_4-Aktie,US92857W3088,A1XD9Z,VOD,up,VOD,True
102,Walgreens Boots Alliance,http://www.finanzen.net/aktien/Walgreens_Boots_Alliance-Aktie,US9314271084,A12HJF,WBA,USA,WBA,True
103,Western Digital,http://www.finanzen.net/aktien/Western_Digital-Aktie,US9581021055,863060,WDC,USA,WDC,True
104,Wynn Resorts,http://www.finanzen.net/aktien/Wynn_Resorts-Aktie,US9831341071,663244,WYNN,USA,WYNN,True
105,Xilinx,http://www.finanzen.net/aktien/Xilinx-Aktie,US9839191015,880135,XLNX,USA,XLNX,True
