,Name,URL,ISIN,WKN,SymbolFinanzen.net,Country,Yahoo Ticker,Yahoo online
184,Sanofi,http://www.finanzen.net/aktien/Sanofi-Aktie,FR0000120578,920657,SNYNF,Frankreich,SNW.F,True
185,Santander,http://www.finanzen.net/aktien/Santander-Aktie,ES0113900J37,858872,BSD2,Spanien,BSD2.F,True
186,Schneider Electric,http://www.finanzen.net/aktien/Schneider_Electric-Aktie,FR0000121972,860180,SND,Frankreich,SND.F,True
187,Société Générale (Societe Generale),http://www.finanzen.net/aktien/Société_Générale-Aktie,FR0000130809,873403,SGE,Frankreich,SGE.F,True
188,Telefónica,http://www.finanzen.net/aktien/Telefonica-Aktie,ES0178430E18,850775,TEFOF,Spanien,TNE5.DE,True
189,TOTAL,http://www.finanzen.net/aktien/TOTAL-Aktie,FR0000120271,850727,TOTB,Frankreich,TOTB.F,True
190,Unibail-Rodamco,http://www.finanzen.net/aktien/Unibail-Rodamco-Aktie,FR0000124711,863733,,Frankreich,UBL.F,True
191,Unilever,http://www.finanzen.net/aktien/Unilever-Aktie,NL0000009355,A0JMZB,UNI3,Niederlande,UNI3.F,True
192,Vinci,http://www.finanzen.net/aktien/Vinci-Aktie,FR0000125486,867475,SQU,Frankreich,SQU.F,True
193,Vivendi,http://www.finanzen.net/aktien/Vivendi-Aktie,FR0000127771,591068,VVU,Frankreich,VVU.F,True
194,3M,http://www.finanzen.net/aktien/3M-Aktie,US88579Y1010,851745,MMM,USA,MMM,True
195,American Express,http://www.finanzen.net/aktien/American_Express-Aktie,US0258161092,850226,AXP,USA,AXP,True
196,Apple,http://www.finanzen.net/aktien/Apple-Aktie,US0378331005,865985,AAPL,USA,AAPL,True
197,Boeing,http://www.finanzen.net/aktien/Boeing-Aktie,US0970231058,850471,BA,USA,BA,True
198,Caterpillar,http://www.finanzen.net/aktien/Caterpillar-Aktie,US1491231015,850598,CAT,USA,CAT,True
199,Chevron,http://www.finanzen.net/aktien/Chevron-Aktie,US1667641005,852552,CVX,USA,CVX,True
200,Cisco,http://www.finanzen.net/aktien/Cisco-Aktie,US17275R1023,878841,CSCO,USA,CSCO,True
201,Coca-Cola,http://www.finanzen.net/aktien/Coca-Cola-Aktie,US1912161007,850663,KO,USA,KO,True
202,DowDuPont,http://www.finanzen.net/aktien/DowDuPont-Aktie,US26078J1007,A2DN8H,DWDP,USA,DWDP,True
203,ExxonMobil,http://www.finanzen.net/aktien/ExxonMobil-Aktie,US30231G1022,852549,XOM,USA,XOM,True
204,General Electric,http://www.finanzen.net/aktien/General_Electric-Aktie,US3696041033,851144,GE,USA,GE,True
205,Goldman Sachs,http://www.finanzen.net/aktien/Goldman_Sachs-Aktie,US38141G1040,920332,GS,USA,GS,True
206,Home Depot,http://www.finanzen.net/aktien/Home_Depot-Aktie,US4370761029,866953,HD,USA,HD,True
